rank,uid,username,type,accompany,medal_name,medal_level
1,2396905,闌珊凨雨,提督,1298,迷鹿了,45
2,5788217,秋乌Akitori,舰长,1861,迷鹿了,42
3,524492831,鹿雨青华_鹿茸菇味,舰长,685,迷鹿了,39
4,35130983,陌问今昔,舰长,2125,迷鹿了,39
5,317182120,心如丝梦如你,舰长,2172,迷鹿了,39
6,4608604,yuking007,舰长,2733,迷鹿了,38
7,76531552,Saaawyeeer,舰长,1142,迷鹿了,38
8,36334172,比奇堡海藻,舰长,1690,迷鹿了,37
9,32465121,妖桜柍烨,舰长,266,迷鹿了,37
10,13992684,Lip---,舰长,1421,迷鹿了,36
11,261535655,夜猫nvn,舰长,1935,迷鹿了,36
12,13291397,不想再非的非酋,舰长,1668,迷鹿了,35
13,451350384,雪月yukituki,舰长,1479,迷鹿了,35
14,667910950,合方三十六丶,舰长,287,迷鹿了,35
15,10799764,宅夭夭,舰长,481,迷鹿了,35
16,780791,Mia米娅-,舰长,1708,迷鹿了,35
17,1685618471,啊吧啊吧钱钱,舰长,1531,迷鹿了,35
18,31839477,清风蓝云KUANG,舰长,831,迷鹿了,35
19,252057046,久别恨相逢,舰长,252,迷鹿了,35
20,4788143,みかんとオレンジ,舰长,1683,迷鹿了,35
21,18252173,圣痕丶王者,舰长,770,迷鹿了,34
22,360364727,小几乎zZ,舰长,740,迷鹿了,34
23,225151206,曲丶殇魂,舰长,686,迷鹿了,34
24,1408192758,--呵呵-------,舰长,613,迷鹿了,33
25,483188794,GalahadK,舰长,582,迷鹿了,33
26,9353716,西木野焰,舰长,307,迷鹿了,33
27,3546765181585458,鹿牛的宝至,舰长,211,迷鹿了,33
28,239543249,唯爱困困噜,舰长,355,迷鹿了,33
29,517993259,鹿啾小鸟,舰长,241,迷鹿了,32
30,320614834,梵星春水,舰长,241,迷鹿了,31
31,15436414,碘酸铜-トン-ai-bot,舰长,277,迷鹿了,31
32,87966527,硅氧SIO,舰长,246,迷鹿了,31
33,298125310,闌珊凨月,舰长,331,迷鹿了,31
34,1834451573,小三月suki,舰长,113,迷鹿了,30
35,2105655730,诸葛伟格VGE,舰长,327,迷鹿了,30
36,525034620,旧忆-新欢,舰长,234,迷鹿了,30
37,439370759,迷糊米酷,舰长,60,迷鹿了,29
38,172831654,虒頔,舰长,65,迷鹿了,25
39,1191420319,八云千落,舰长,84,迷鹿了,25
40,32704856,鸠羽牵机,舰长,16,迷鹿了,25
41,3546644953958869,晚晚Sumi,舰长,90,迷鹿了,25
42,10853233,哈吉乃乃哈尽了,舰长,61,迷鹿了,24
43,355649089,船亚_星野坊,舰长,1,迷鹿了,24
44,1898388772,凉风慕槿篱ovo,舰长,18,迷鹿了,24
45,517895901,前行的时间,舰长,31,迷鹿了,22
46,2779804,请叫我楠哥,舰长,12,迷鹿了,21
47,1504823028,白咲的诺维雅,舰长,26,迷鹿了,21
48,1965555550,Nukaso,舰长,8,迷鹿了,21
49,411338147,初夏甜茶,舰长,1,迷鹿了,21
